,Actual,Predicted,DATE,STATION_CODES,PredictedDelay,Predicted_Delay
3058,Mostly Cloudy,Mostly Cloudy,2004-05-14,4,No Delay,None
3059,Mostly Cloudy,Mostly Cloudy,2004-05-15,4,No Delay,None
3060,Mostly Cloudy,Mostly Cloudy,2004-05-16,4,No Delay,None
3061,Mostly Cloudy,Mostly Cloudy,2004-05-17,4,No Delay,None
3062,Mostly Cloudy,Mostly Cloudy,2004-05-18,4,No Delay,None
3063,Mostly Cloudy,Mostly Cloudy,2004-05-19,4,No Delay,None
3064,Mostly Cloudy,Mostly Cloudy,2004-05-20,4,No Delay,None
3065,Mostly Cloudy,Mostly Cloudy,2004-05-21,4,No Delay,None
3066,Mostly Cloudy,Rain,2004-05-22,4,No Delay,None
3067,Mostly Cloudy,Mostly Cloudy,2004-05-23,4,No Delay,None
3068,Mostly Cloudy,Mostly Cloudy,2004-05-24,4,No Delay,None
3069,Mostly Cloudy,Mostly Cloudy,2004-05-25,4,No Delay,None
3070,Rain,Rain,2004-05-26,4,No Delay,None
3071,Rain,Rain,2004-05-27,4,No Delay,None
3072,Mostly Cloudy,Mostly Cloudy,2004-05-28,4,No Delay,None
3073,Rain,Rain,2004-05-29,4,No Delay,None
3074,Rain,Rain,2004-05-30,4,No Delay,None
3075,Mostly Cloudy,Mostly Cloudy,2004-05-31,4,No Delay,None
3076,Mostly Cloudy,Mostly Cloudy,2004-06-01,4,No Delay,None
3077,Mostly Cloudy,Mostly Cloudy,2004-06-02,4,No Delay,None
3078,Clear,Clear,2004-06-03,4,No Delay,None
3079,Mostly Cloudy,Mostly Cloudy,2004-06-04,4,No Delay,None
3080,Mostly Cloudy,Rain,2004-06-05,4,No Delay,None
3081,Rain,Rain,2004-06-06,4,No Delay,None
3082,Mostly Cloudy,Mostly Cloudy,2004-06-07,4,No Delay,None
3083,Mostly Cloudy,Mostly Cloudy,2004-06-08,4,No Delay,None
3084,Mostly Cloudy,Rain,2004-06-09,4,No Delay,None
3085,Mostly Cloudy,Mostly Cloudy,2004-06-10,4,No Delay,None
3086,Mostly Cloudy,Mostly Cloudy,2004-06-11,4,No Delay,None
3087,Rain,Rain,2004-06-12,4,No Delay,None
3088,Mostly Cloudy,Rain,2004-06-13,4,No Delay,None
3089,Mostly Cloudy,Mostly Cloudy,2004-06-14,4,No Delay,None
3090,Clear,Clear,2004-06-15,4,No Delay,None
3091,Clear,Clear,2004-06-16,4,No Delay,None
3092,Clear,Clear,2004-06-17,4,No Delay,None
3093,Clear,Partly Cloudy,2004-06-18,4,No Delay,None
3094,Mostly Cloudy,Mostly Cloudy,2004-06-19,4,No Delay,None
3095,Mostly Cloudy,Mostly Cloudy,2004-06-20,4,No Delay,None
3096,Mostly Cloudy,Mostly Cloudy,2004-06-21,4,No Delay,None
3097,Mostly Cloudy,Mostly Cloudy,2004-06-22,4,No Delay,None
3098,Mostly Cloudy,Mostly Cloudy,2004-06-23,4,No Delay,None
3099,Mostly Cloudy,Mostly Cloudy,2004-06-24,4,No Delay,None
3100,Mostly Cloudy,Mostly Cloudy,2004-06-25,4,No Delay,None
3101,Mostly Cloudy,Mostly Cloudy,2004-06-26,4,No Delay,None
3102,Clear,Clear,2004-06-27,4,No Delay,None
3103,Clear,Clear,2004-06-28,4,No Delay,None
3104,Mostly Cloudy,Mostly Cloudy,2004-06-29,4,No Delay,None
3105,Mostly Cloudy,Mostly Cloudy,2004-06-30,4,No Delay,None
3106,Mostly Cloudy,Mostly Cloudy,2004-07-01,4,No Delay,None
3107,Mostly Cloudy,Mostly Cloudy,2004-07-02,4,No Delay,None
3108,Mostly Cloudy,Mostly Cloudy,2004-07-03,4,No Delay,None
3109,Mostly Cloudy,Mostly Cloudy,2004-07-04,4,No Delay,None
3110,Mostly Cloudy,Mostly Cloudy,2004-07-05,4,No Delay,None
3111,Mostly Cloudy,Mostly Cloudy,2004-07-06,4,No Delay,None
3112,Mostly Cloudy,Mostly Cloudy,2004-07-07,4,No Delay,None
3113,Mostly Cloudy,Mostly Cloudy,2004-07-08,4,No Delay,None
3114,Mostly Cloudy,Mostly Cloudy,2004-07-09,4,No Delay,None
3115,Mostly Cloudy,Mostly Cloudy,2004-07-10,4,No Delay,None
3116,Clear,Clear,2004-07-11,4,No Delay,None
3117,Clear,Mostly Cloudy,2004-07-12,4,No Delay,None
3118,Mostly Cloudy,Mostly Cloudy,2004-07-13,4,No Delay,None
3119,Mostly Cloudy,Mostly Cloudy,2004-07-14,4,No Delay,None
3120,Mostly Cloudy,Mostly Cloudy,2004-07-15,4,No Delay,None
3121,Clear,Clear,2004-07-16,4,No Delay,None
3122,Clear,Partly Cloudy,2004-07-17,4,No Delay,None
3123,Clear,Mostly Cloudy,2004-07-18,4,No Delay,None
3124,Mostly Cloudy,Mostly Cloudy,2004-07-19,4,No Delay,None
3125,Mostly Cloudy,Mostly Cloudy,2004-07-20,4,No Delay,None
3126,Clear,Clear,2004-07-21,4,No Delay,None
3127,Clear,Clear,2004-07-22,4,No Delay,None
3128,Clear,Clear,2004-07-23,4,No Delay,None
3129,Mostly Cloudy,Mostly Cloudy,2004-07-24,4,No Delay,None
3130,Mostly Cloudy,Mostly Cloudy,2004-07-25,4,No Delay,None
3131,Mostly Cloudy,Mostly Cloudy,2004-07-26,4,No Delay,None
3132,Mostly Cloudy,Mostly Cloudy,2004-07-27,4,No Delay,None
3133,Mostly Cloudy,Mostly Cloudy,2004-07-28,4,No Delay,None
3134,Mostly Cloudy,Mostly Cloudy,2004-07-29,4,No Delay,None
3135,Mostly Cloudy,Mostly Cloudy,2004-07-30,4,No Delay,None
3136,Mostly Cloudy,Mostly Cloudy,2004-07-31,4,No Delay,None
3137,Mostly Cloudy,Mostly Cloudy,2004-08-01,4,No Delay,None
3138,Mostly Cloudy,Mostly Cloudy,2004-08-02,4,No Delay,None
3139,Mostly Cloudy,Mostly Cloudy,2004-08-03,4,No Delay,None
3140,Mostly Cloudy,Mostly Cloudy,2004-08-04,4,No Delay,None
3141,Mostly Cloudy,Mostly Cloudy,2004-08-05,4,No Delay,None
3142,Rain,Rain,2004-08-06,4,No Delay,None
3143,Mostly Cloudy,Clear,2004-08-07,4,No Delay,None
3144,Clear,Clear,2004-08-08,4,No Delay,None
3145,Clear,Clear,2004-08-09,4,No Delay,None
3146,Mostly Cloudy,Mostly Cloudy,2004-08-10,4,No Delay,None
3147,Mostly Cloudy,Mostly Cloudy,2004-08-11,4,No Delay,None
3148,Mostly Cloudy,Mostly Cloudy,2004-08-12,4,No Delay,None
3149,Mostly Cloudy,Mostly Cloudy,2004-08-13,4,No Delay,None
3150,Mostly Cloudy,Mostly Cloudy,2004-08-14,4,No Delay,None
3151,Mostly Cloudy,Mostly Cloudy,2004-08-15,4,No Delay,None
3152,Mostly Cloudy,Mostly Cloudy,2004-08-16,4,No Delay,None
3153,Mostly Cloudy,Mostly Cloudy,2004-08-17,4,No Delay,None
3154,Mostly Cloudy,Mostly Cloudy,2004-08-18,4,No Delay,None
3155,Mostly Cloudy,Mostly Cloudy,2004-08-19,4,No Delay,None
3156,Mostly Cloudy,Mostly Cloudy,2004-08-20,4,No Delay,None
3157,Rain,Rain,2004-08-21,4,No Delay,None
3158,Mostly Cloudy,Mostly Cloudy,2004-08-22,4,No Delay,None
3159,Rain,Rain,2004-08-23,4,No Delay,None
3160,Rain,Rain,2004-08-24,4,No Delay,None
3161,Rain,Rain,2004-08-25,4,No Delay,None
3162,Mostly Cloudy,Mostly Cloudy,2004-08-26,4,No Delay,None
3163,Mostly Cloudy,Mostly Cloudy,2004-08-27,4,No Delay,None
3164,Mostly Cloudy,Mostly Cloudy,2004-08-28,4,No Delay,None
3165,Mostly Cloudy,Clear,2004-08-29,4,No Delay,None
3166,Clear,Clear,2004-08-30,4,No Delay,None
3167,Mostly Cloudy,Mostly Cloudy,2004-08-31,4,No Delay,None
3168,Mostly Cloudy,Mostly Cloudy,2004-09-01,4,No Delay,None
3169,Rain,Mostly Cloudy,2004-09-02,4,No Delay,None
3170,Mostly Cloudy,Clear,2004-09-03,4,No Delay,None
3171,Mostly Cloudy,Mostly Cloudy,2004-09-04,4,No Delay,None
3172,Clear,Clear,2004-09-05,4,No Delay,None
3173,Clear,Clear,2004-09-06,4,No Delay,None
3174,Clear,Clear,2004-09-07,4,No Delay,None
3175,Mostly Cloudy,Mostly Cloudy,2004-09-08,4,No Delay,None
3176,Mostly Cloudy,Mostly Cloudy,2004-09-09,4,No Delay,None
3177,Mostly Cloudy,Rain,2004-09-10,4,No Delay,None
3178,Mostly Cloudy,Mostly Cloudy,2004-09-11,4,No Delay,None
3179,Mostly Cloudy,Mostly Cloudy,2004-09-12,4,No Delay,None
3180,Rain,Rain,2004-09-13,4,No Delay,None
3181,Rain,Rain,2004-09-14,4,No Delay,None
3182,Mostly Cloudy,Rain,2004-09-15,4,No Delay,None
3183,Rain,Rain,2004-09-16,4,No Delay,None
3184,Mostly Cloudy,Mostly Cloudy,2004-09-17,4,No Delay,None
3185,Rain,Rain,2004-09-18,4,No Delay,None
3186,Mostly Cloudy,Mostly Cloudy,2004-09-19,4,No Delay,None
3187,Clear,Clear,2004-09-20,4,No Delay,None
3188,Clear,Clear,2004-09-21,4,No Delay,None
3189,Mostly Cloudy,Mostly Cloudy,2004-09-22,4,No Delay,None
3190,Mostly Cloudy,Fog,2004-09-23,4,Delay,Delay
3191,Clear,Mostly Cloudy,2004-09-24,4,No Delay,None
3192,Mostly Cloudy,Mostly Cloudy,2004-09-25,4,No Delay,None
3193,Mostly Cloudy,Clear,2004-09-26,4,No Delay,None
3194,Clear,Clear,2004-09-27,4,No Delay,None
3195,Mostly Cloudy,Fog,2004-09-28,4,Delay,Delay
3196,Mostly Cloudy,Mostly Cloudy,2004-09-29,4,No Delay,None
3197,Clear,Clear,2004-09-30,4,No Delay,None
3198,Clear,Clear,2004-10-01,4,No Delay,None
3199,Mostly Cloudy,Mostly Cloudy,2004-10-02,4,No Delay,None
3200,Mostly Cloudy,Mostly Cloudy,2004-10-03,4,No Delay,None
3201,Mostly Cloudy,Mostly Cloudy,2004-10-04,4,No Delay,None
3202,Mostly Cloudy,Mostly Cloudy,2004-10-05,4,No Delay,None
3203,Mostly Cloudy,Mostly Cloudy,2004-10-06,4,No Delay,None
3204,Clear,Mostly Cloudy,2004-10-07,4,No Delay,None
3205,Rain,Rain,2004-10-08,4,No Delay,None
3206,Mostly Cloudy,Snow,2004-10-09,4,Delay,Delay
3207,Mostly Cloudy,Fog,2004-10-10,4,Delay,Delay
3208,Clear,Clear,2004-10-11,4,No Delay,None
3209,Clear,Clear,2004-10-12,4,No Delay,None
3210,Clear,Clear,2004-10-13,4,No Delay,None
3211,Mostly Cloudy,Mostly Cloudy,2004-10-14,4,No Delay,None
3212,Mostly Cloudy,Rain,2004-10-15,4,No Delay,None
3213,Rain,Rain,2004-10-16,4,No Delay,None
3214,Rain,Rain,2004-10-17,4,No Delay,None
3215,Rain,Rain,2004-10-18,4,No Delay,None
3216,Mostly Cloudy,Rain,2004-10-19,4,No Delay,None
3217,Mostly Cloudy,Mostly Cloudy,2004-10-20,4,No Delay,None
3218,Mostly Cloudy,Mostly Cloudy,2004-10-21,4,No Delay,None
3219,Rain,Rain,2004-10-22,4,No Delay,None
3220,Mostly Cloudy,Mostly Cloudy,2004-10-23,4,No Delay,None
3221,Clear,Partly Cloudy,2004-10-24,4,No Delay,None
3222,Rain,Rain,2004-10-25,4,No Delay,None
3223,Mostly Cloudy,Clear,2004-10-26,4,No Delay,None
3224,Mostly Cloudy,Clear,2004-10-27,4,No Delay,None
3225,Rain,Mostly Cloudy,2004-10-28,4,No Delay,None
3226,Mostly Cloudy,Mostly Cloudy,2004-10-29,4,No Delay,None
3227,Mostly Cloudy,Mostly Cloudy,2004-10-30,4,No Delay,None
3228,Mostly Cloudy,Mostly Cloudy,2004-10-31,4,No Delay,None
3229,Rain,Rain,2004-11-01,4,No Delay,None
3230,Rain,Rain,2004-11-02,4,No Delay,None
3231,Clear,Clear,2004-11-03,4,No Delay,None
3232,Clear,Clear,2004-11-04,4,No Delay,None
3233,Clear,Mostly Cloudy,2004-11-05,4,No Delay,None
3234,Clear,Mostly Cloudy,2004-11-06,4,No Delay,None
3235,Clear,Mostly Cloudy,2004-11-07,4,No Delay,None
3236,Fog,Mostly Cloudy,2004-11-08,4,No Delay,None
3237,Mostly Cloudy,Mostly Cloudy,2004-11-09,4,No Delay,None
3238,Clear,Mostly Cloudy,2004-11-10,4,No Delay,None
3239,Clear,Clear,2004-11-11,4,No Delay,None
3240,Clear,Mostly Cloudy,2004-11-12,4,No Delay,None
3241,Mostly Cloudy,Mostly Cloudy,2004-11-13,4,No Delay,None
3242,Mostly Cloudy,Mostly Cloudy,2004-11-14,4,No Delay,None
3243,Rain,Rain,2004-11-15,4,No Delay,None
3244,Mostly Cloudy,Mostly Cloudy,2004-11-16,4,No Delay,None
3245,Mostly Cloudy,Rain,2004-11-17,4,No Delay,None
3246,Mostly Cloudy,Rain,2004-11-18,4,No Delay,None
3247,Mostly Cloudy,Clear,2004-11-19,4,No Delay,None
3248,Mostly Cloudy,Mostly Cloudy,2004-11-20,4,No Delay,None
3249,Mostly Cloudy,Mostly Cloudy,2004-11-21,4,No Delay,None
3250,Mostly Cloudy,Mostly Cloudy,2004-11-22,4,No Delay,None
3251,Rain,Rain,2004-11-23,4,No Delay,None
3252,Rain,Rain,2004-11-24,4,No Delay,None
3253,Mostly Cloudy,Clear,2004-11-25,4,No Delay,None
3254,Clear,Partly Cloudy,2004-11-26,4,No Delay,None
3255,Clear,Clear,2004-11-27,4,No Delay,None
3256,Clear,Fog,2004-11-28,4,Delay,Delay
3257,Mostly Cloudy,Mostly Cloudy,2004-11-29,4,No Delay,None
3258,Rain,Mostly Cloudy,2004-11-30,4,No Delay,None
3259,Mostly Cloudy,Mostly Cloudy,2004-12-01,4,No Delay,None
3260,Mostly Cloudy,Mostly Cloudy,2004-12-02,4,No Delay,None
3261,Mostly Cloudy,Mostly Cloudy,2004-12-03,4,No Delay,None
3262,Rain,Rain,2004-12-04,4,No Delay,None
3263,Rain,Rain,2004-12-05,4,No Delay,None
3264,Rain,Rain,2004-12-06,4,No Delay,None
3265,Rain,Rain,2004-12-07,4,No Delay,None
3266,Rain,Rain,2004-12-08,4,No Delay,None
3267,Rain,Rain,2004-12-09,4,No Delay,None
3268,Rain,Rain,2004-12-10,4,No Delay,None
3269,Clear,Mostly Cloudy,2004-12-11,4,No Delay,None
3270,Clear,Mostly Cloudy,2004-12-12,4,No Delay,None
3271,Rain,Rain,2004-12-13,4,No Delay,None
3272,Mostly Cloudy,Mostly Cloudy,2004-12-14,4,No Delay,None
3273,Clear,Clear,2004-12-15,4,No Delay,None
3274,Clear,Clear,2004-12-16,4,No Delay,None
3275,Mostly Cloudy,Mostly Cloudy,2004-12-17,4,No Delay,None
3276,Clear,Clear,2004-12-18,4,No Delay,None
3277,Mostly Cloudy,Mostly Cloudy,2004-12-19,4,No Delay,None
3278,Clear,Clear,2004-12-20,4,No Delay,None
3279,Rain,Rain,2004-12-21,4,No Delay,None
3280,Mostly Cloudy,Mostly Cloudy,2004-12-22,4,No Delay,None
3281,Mostly Cloudy,Partly Cloudy,2004-12-23,4,No Delay,None
3282,Mostly Cloudy,Mostly Cloudy,2004-12-24,4,No Delay,None
3283,Rain,Rain,2004-12-25,4,No Delay,None
3284,Clear,Clear,2004-12-26,4,No Delay,None
3285,Clear,Clear,2004-12-27,4,No Delay,None
3286,Clear,Mostly Cloudy,2004-12-28,4,No Delay,None
3287,Rain,Mostly Cloudy,2004-12-29,4,No Delay,None
3288,Mostly Cloudy,Mostly Cloudy,2004-12-30,4,No Delay,None
3289,Rain,Mostly Cloudy,2004-12-31,4,No Delay,None
3290,Mostly Cloudy,Mostly Cloudy,2005-01-01,4,No Delay,None
3291,Clear,Mostly Cloudy,2005-01-02,4,No Delay,None
3292,Clear,Clear,2005-01-03,4,No Delay,None
3293,Clear,Clear,2005-01-04,4,No Delay,None
3294,Clear,Clear,2005-01-05,4,No Delay,None
3295,Rain,Rain,2005-01-06,4,No Delay,None
3296,Rain,Rain,2005-01-07,4,No Delay,None
3297,Rain,Mostly Cloudy,2005-01-08,4,No Delay,None
3298,Mostly Cloudy,Mostly Cloudy,2005-01-09,4,No Delay,None
3299,Mostly Cloudy,Clear,2005-01-10,4,No Delay,None
3300,Mostly Cloudy,Partly Cloudy,2005-01-11,4,No Delay,None
3301,Mostly Cloudy,Mostly Cloudy,2005-01-12,4,No Delay,None
3302,Mostly Cloudy,Fog,2005-01-13,4,Delay,Delay
3303,Clear,Mostly Cloudy,2005-01-14,4,No Delay,None
3304,Rain,Rain,2005-01-15,4,No Delay,None
3305,Rain,Mostly Cloudy,2005-01-16,4,No Delay,None
3306,Rain,Rain,2005-01-17,4,No Delay,None
3307,Rain,Mostly Cloudy,2005-01-18,4,No Delay,None
3308,Clear,Mostly Cloudy,2005-01-19,4,No Delay,None
3309,Rain,Rain,2005-01-20,4,No Delay,None
3310,Mostly Cloudy,Mostly Cloudy,2005-01-21,4,No Delay,None
3311,Mostly Cloudy,Rain,2005-01-22,4,No Delay,None
3312,Mostly Cloudy,Mostly Cloudy,2005-01-23,4,No Delay,None
3313,Mostly Cloudy,Mostly Cloudy,2005-01-24,4,No Delay,None
3314,Mostly Cloudy,Mostly Cloudy,2005-01-25,4,No Delay,None
3315,Mostly Cloudy,Mostly Cloudy,2005-01-26,4,No Delay,None
3316,Mostly Cloudy,Mostly Cloudy,2005-01-27,4,No Delay,None
3317,Mostly Cloudy,Mostly Cloudy,2005-01-28,4,No Delay,None
3318,Mostly Cloudy,Mostly Cloudy,2005-01-29,4,No Delay,None
3319,Mostly Cloudy,Mostly Cloudy,2005-01-30,4,No Delay,None
3320,Mostly Cloudy,Partly Cloudy,2005-01-31,4,No Delay,None
3321,Clear,Mostly Cloudy,2005-02-01,4,No Delay,None
3322,Clear,Clear,2005-02-02,4,No Delay,None
3323,Clear,Clear,2005-02-03,4,No Delay,None
3324,Rain,Rain,2005-02-04,4,No Delay,None
3325,Rain,Mostly Cloudy,2005-02-05,4,No Delay,None
3326,Rain,Rain,2005-02-06,4,No Delay,None
3327,Clear,Clear,2005-02-07,4,No Delay,None
3328,Clear,Mostly Cloudy,2005-02-08,4,No Delay,None
3329,Clear,Clear,2005-02-09,4,No Delay,None
3330,Clear,Mostly Cloudy,2005-02-10,4,No Delay,None
3331,Clear,Clear,2005-02-11,4,No Delay,None
3332,Rain,Rain,2005-02-12,4,No Delay,None
3333,Mostly Cloudy,Mostly Cloudy,2005-02-13,4,No Delay,None
3334,Clear,Partly Cloudy,2005-02-14,4,No Delay,None
3335,Clear,Clear,2005-02-15,4,No Delay,None
3336,Clear,Clear,2005-02-16,4,No Delay,None
3337,Clear,Clear,2005-02-17,4,No Delay,None
3338,Clear,Partly Cloudy,2005-02-18,4,No Delay,None
3339,Clear,Clear,2005-02-19,4,No Delay,None
3340,Clear,Clear,2005-02-20,4,No Delay,None
3341,Clear,Clear,2005-02-21,4,No Delay,None
3342,Clear,Clear,2005-02-22,4,No Delay,None
3343,Clear,Clear,2005-02-23,4,No Delay,None
3344,Mostly Cloudy,Mostly Cloudy,2005-02-24,4,No Delay,None
3345,Mostly Cloudy,Mostly Cloudy,2005-02-25,4,No Delay,None
3346,Mostly Cloudy,Mostly Cloudy,2005-02-26,4,No Delay,None
3347,Clear,Mostly Cloudy,2005-02-27,4,No Delay,None
3348,Rain,Rain,2005-02-28,4,No Delay,None
3349,Mostly Cloudy,Mostly Cloudy,2005-03-01,4,No Delay,None
3350,Rain,Mostly Cloudy,2005-03-02,4,No Delay,None
3351,Clear,Mostly Cloudy,2005-03-03,4,No Delay,None
3352,Mostly Cloudy,Mostly Cloudy,2005-03-04,4,No Delay,None
3353,Mostly Cloudy,Mostly Cloudy,2005-03-05,4,No Delay,None
3354,Mostly Cloudy,Mostly Cloudy,2005-03-06,4,No Delay,None
3355,Mostly Cloudy,Mostly Cloudy,2005-03-07,4,No Delay,None
3356,Mostly Cloudy,Mostly Cloudy,2005-03-08,4,No Delay,None
3357,Mostly Cloudy,Mostly Cloudy,2005-03-09,4,No Delay,None
3358,Mostly Cloudy,Mostly Cloudy,2005-03-10,4,No Delay,None
3359,Fog,Mostly Cloudy,2005-03-11,4,No Delay,None
3360,Clear,Clear,2005-03-12,4,No Delay,None
3361,Clear,Clear,2005-03-13,4,No Delay,None
3362,Clear,Clear,2005-03-14,4,No Delay,None
3363,Mostly Cloudy,Mostly Cloudy,2005-03-15,4,No Delay,None
3364,Rain,Mostly Cloudy,2005-03-16,4,No Delay,None
3365,Mostly Cloudy,Mostly Cloudy,2005-03-17,4,No Delay,None
3366,Mostly Cloudy,Mostly Cloudy,2005-03-18,4,No Delay,None
3367,Rain,Rain,2005-03-19,4,No Delay,None
3368,Rain,Rain,2005-03-20,4,No Delay,None
3369,Mostly Cloudy,Clear,2005-03-21,4,No Delay,None
3370,Mostly Cloudy,Mostly Cloudy,2005-03-22,4,No Delay,None
3371,Rain,Rain and Snow,2005-03-23,4,No Delay,None
3372,Mostly Cloudy,Mostly Cloudy,2005-03-24,4,No Delay,None
3373,Mostly Cloudy,Mostly Cloudy,2005-03-25,4,No Delay,None
3374,Rain,Rain,2005-03-26,4,No Delay,None
3375,Rain,Mostly Cloudy,2005-03-27,4,No Delay,None
3376,Rain,Rain,2005-03-28,4,No Delay,None
3377,Mostly Cloudy,Mostly Cloudy,2005-03-29,4,No Delay,None
3378,Mostly Cloudy,Mostly Cloudy,2005-03-30,4,No Delay,None
3379,Rain,Rain,2005-03-31,4,No Delay,None
3380,Rain,Mostly Cloudy,2005-04-01,4,No Delay,None
3381,Rain,Rain,2005-04-02,4,No Delay,None
3382,Rain,Rain,2005-04-03,4,No Delay,None
3383,Mostly Cloudy,Mostly Cloudy,2005-04-04,4,No Delay,None
3384,Rain,Mostly Cloudy,2005-04-05,4,No Delay,None
3385,Clear,Mostly Cloudy,2005-04-06,4,No Delay,None
3386,Rain,Rain,2005-04-07,4,No Delay,None
3387,Mostly Cloudy,Mostly Cloudy,2005-04-08,4,No Delay,None
3388,Mostly Cloudy,Mostly Cloudy,2005-04-09,4,No Delay,None
3389,Rain,Rain,2005-04-10,4,No Delay,None
3390,Mostly Cloudy,Mostly Cloudy,2005-04-11,4,No Delay,None
3391,Rain,Mostly Cloudy,2005-04-12,4,No Delay,None
3392,Mostly Cloudy,Rain,2005-04-13,4,No Delay,None
3393,Clear,Mostly Cloudy,2005-04-14,4,No Delay,None
3394,Rain,Rain,2005-04-15,4,No Delay,None
3395,Rain,Clear,2005-04-16,4,No Delay,None
3396,Rain,Rain,2005-04-17,4,No Delay,None
3397,Mostly Cloudy,Mostly Cloudy,2005-04-18,4,No Delay,None
3398,Clear,Clear,2005-04-19,4,No Delay,None
3399,Mostly Cloudy,Mostly Cloudy,2005-04-20,4,No Delay,None
3400,Mostly Cloudy,Mostly Cloudy,2005-04-21,4,No Delay,None
3401,Clear,Clear,2005-04-22,4,No Delay,None
3402,Mostly Cloudy,Mostly Cloudy,2005-04-23,4,No Delay,None
3403,Mostly Cloudy,Mostly Cloudy,2005-04-24,4,No Delay,None
3404,Rain,Mostly Cloudy,2005-04-25,4,No Delay,None
3405,Mostly Cloudy,Mostly Cloudy,2005-04-26,4,No Delay,None
3406,Mostly Cloudy,Mostly Cloudy,2005-04-27,4,No Delay,None
3407,Mostly Cloudy,Mostly Cloudy,2005-04-28,4,No Delay,None
3408,Rain,Rain,2005-04-29,4,No Delay,None
3409,Mostly Cloudy,Mostly Cloudy,2005-04-30,4,No Delay,None
3410,Mostly Cloudy,Mostly Cloudy,2005-05-01,4,No Delay,None
3411,Mostly Cloudy,Mostly Cloudy,2005-05-02,4,No Delay,None
3412,Mostly Cloudy,Mostly Cloudy,2005-05-03,4,No Delay,None
3413,Mostly Cloudy,Mostly Cloudy,2005-05-04,4,No Delay,None
3414,Mostly Cloudy,Mostly Cloudy,2005-05-05,4,No Delay,None
3415,Mostly Cloudy,Mostly Cloudy,2005-05-06,4,No Delay,None
3416,Mostly Cloudy,Mostly Cloudy,2005-05-07,4,No Delay,None
3417,Rain,Mostly Cloudy,2005-05-08,4,No Delay,None
3418,Rain,Rain,2005-05-09,4,No Delay,None
3419,Rain,Rain,2005-05-10,4,No Delay,None
3420,Mostly Cloudy,Fog,2005-05-11,4,Delay,Delay
3421,Clear,Mostly Cloudy,2005-05-12,4,No Delay,None
3422,Mostly Cloudy,Mostly Cloudy,2005-05-13,4,No Delay,None
3423,Mostly Cloudy,Rain,2005-05-14,4,No Delay,None
3424,Rain,Mostly Cloudy,2005-05-15,4,No Delay,None
3425,Mostly Cloudy,Mostly Cloudy,2005-05-16,4,No Delay,None
3426,Rain,Rain,2005-05-17,4,No Delay,None
3427,Rain,Rain,2005-05-18,4,No Delay,None
3428,Mostly Cloudy,Mostly Cloudy,2005-05-19,4,No Delay,None
3429,Clear,Rain,2005-05-20,4,No Delay,None
3430,Rain,Mostly Cloudy,2005-05-21,4,No Delay,None
3431,Mostly Cloudy,Mostly Cloudy,2005-05-22,4,No Delay,None
3432,Mostly Cloudy,Mostly Cloudy,2005-05-23,4,No Delay,None
3433,Clear,Clear,2005-05-24,4,No Delay,None
3434,Clear,Clear,2005-05-25,4,No Delay,None
3435,Clear,Clear,2005-05-26,4,No Delay,None
3436,Mostly Cloudy,Partly Cloudy,2005-05-27,4,No Delay,None
3437,Mostly Cloudy,Mostly Cloudy,2005-05-28,4,No Delay,None
3438,Mostly Cloudy,Mostly Cloudy,2005-05-29,4,No Delay,None
3439,Mostly Cloudy,Mostly Cloudy,2005-05-30,4,No Delay,None
3440,Mostly Cloudy,Rain,2005-05-31,4,No Delay,None
3441,Mostly Cloudy,Mostly Cloudy,2005-06-01,4,No Delay,None
3442,Mostly Cloudy,Mostly Cloudy,2005-06-02,4,No Delay,None
3443,Mostly Cloudy,Mostly Cloudy,2005-06-03,4,No Delay,None
3444,Mostly Cloudy,Mostly Cloudy,2005-06-04,4,No Delay,None
3445,Rain,Fog,2005-06-05,4,Delay,Delay
3446,Mostly Cloudy,Rain,2005-06-06,4,No Delay,None
3447,Clear,Clear,2005-06-07,4,No Delay,None
3448,Clear,Mostly Cloudy,2005-06-08,4,No Delay,None
3449,Clear,Clear,2005-06-09,4,No Delay,None
3450,Mostly Cloudy,Rain,2005-06-10,4,No Delay,None
3451,Mostly Cloudy,Mostly Cloudy,2005-06-11,4,No Delay,None
3452,Mostly Cloudy,Mostly Cloudy,2005-06-12,4,No Delay,None
3453,Mostly Cloudy,Mostly Cloudy,2005-06-13,4,No Delay,None
3454,Mostly Cloudy,Mostly Cloudy,2005-06-14,4,No Delay,None
3455,Clear,Clear,2005-06-15,4,No Delay,None
3456,Mostly Cloudy,Mostly Cloudy,2005-06-16,4,No Delay,None
3457,Rain,Mostly Cloudy,2005-06-17,4,No Delay,None
3458,Mostly Cloudy,Mostly Cloudy,2005-06-18,4,No Delay,None
3459,Clear,Clear,2005-06-19,4,No Delay,None
3460,Clear,Mostly Cloudy,2005-06-20,4,No Delay,None
3461,Mostly Cloudy,Mostly Cloudy,2005-06-21,4,No Delay,None
3462,Rain,Mostly Cloudy,2005-06-22,4,No Delay,None
3463,Mostly Cloudy,Mostly Cloudy,2005-06-23,4,No Delay,None
3464,Mostly Cloudy,Mostly Cloudy,2005-06-24,4,No Delay,None
3465,Mostly Cloudy,Mostly Cloudy,2005-06-25,4,No Delay,None
3466,Rain,Rain and Snow,2005-06-26,4,No Delay,None
3467,Mostly Cloudy,Rain,2005-06-27,4,No Delay,None
3468,Mostly Cloudy,Mostly Cloudy,2005-06-28,4,No Delay,None
